subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,1/29/2018,12/5/2017,12/9/2017,Ipsos,A-,1206,rv,0.1096687,0.0045964,42.4,32.3,47.1196,36.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50662,79967,12/10/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/6/2017,12/10/2017,Ipsos,A-,1157,rv,0.1049092,0.004782,41.8,32.2,46.5196,36.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50661,79966,12/11/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/7/2017,12/11/2017,Ipsos,A-,1175,rv,0.1061215,0.0052361,41,34.1,45.7196,38.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50660,79965,12/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/6/2017,12/11/2017,Quinnipiac University,A-,1211,rv,1.026226,0.063065,49,37,46.75106,37.11125,NA,NA,https://poll.qu.edu/images/polling/us/us12132017_upil22.pdf/,50658,79979,12/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/8/2017,12/12/2017,Ipsos,A-,1185,rv,0.106657,0.0056654,42.5,33.1,47.2196,37.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50697,80021,12/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/8/2017,12/11/2017,Morning Consult,NA,1955,rv,0.4268469,0.0209455,41,36,45.37654,36.76748,NA,NA,https://www.politico.com/f/?id=00000160-4b8b-d2ac-a1f2-fbff7cee0001,50657,79981,12/12/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/10/2017,12/12/2017,YouGov,B,1328,rv,0.5438858,0.0303784,44,36,49.6619,39.49469,NA,NA,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,50667,79980,12/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/9/2017,12/13/2017,Ipsos,A-,1513,rv,0.135749,0.0077275,42.4,32.5,47.1196,36.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50696,80020,12/14/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/10/2017,12/12/2017,Monmouth University,A+,702,rv,1.503424,0.1314469,51,36,50.24125,36.55912,NA,NA,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,50666,79976,12/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/11/2017,12/12/2017,Public Policy Polling,B+,862,rv,1.284088,0.1147887,51,40,49.86218,39.78024,NA,NA,https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,50689,80008,12/13/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/10/2017,12/14/2017,Ipsos,A-,1889,rv,0.1690353,0.0102693,42.3,33.3,47.0196,37.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50695,80019,12/15/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/11/2017,12/15/2017,Ipsos,A-,2100,rv,0.1875714,0.0121145,42.2,33.4,46.9196,37.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50714,80052,12/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/13/2017,12/15/2017,NBC News/Wall Street Journal,A-,736,rv,1.269194,0.122553,50,39,49.22631,37.37952,NA,NA,http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,50700,80028,12/16/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/12/2017,12/16/2017,Ipsos,A-,2188,rv,0.195104,0.0133592,43.2,31.8,47.9196,35.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50713,80051,12/17/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/13/2017,12/16/2017,OH Predictive Insights / MBQF,C+,1004,lv,1.088791,0.1189936,47.5,37.8,48.15427,37.70456,NA,NA,http://createsend.com/t/i-00D7F4F3E193DB052540EF23F30FEDED,50719,80066,12/17/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/13/2017,12/17/2017,Ipsos,A-,2204,rv,0.1964486,0.0142103,43.3,32,48.0196,36.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50712,80050,12/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/14/2017,12/18/2017,Morning Consult,NA,1991,rv,0.4869567,0.0352243,44,34,48.37654,34.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2017/12/171209_crosstabs_POLITICO_v1_AP-1.pdf,50710,80067,12/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/14/2017,12/17/2017,CNN/SSRS,NA,898,rv,1.232971,0.1332696,56,38,53.5784,36.57474,NA,NA,http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80059,12/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/14/2017,12/17/2017,Public Opinion Strategies,B,800,rv,1.161038,0.1426732,49,37,49.09843,37.20837,NA,NA,http://www.washingtonexaminer.com/republican-poll-shows-political-challenges-possible-benefits-of-passing-tax-bill/article/2643873,50705,80033,12/18/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/13/2017,12/18/2017,Quinnipiac University,A-,1230,rv,1.081044,0.1036818,52,37,49.75106,37.11125,NA,NA,https://poll.qu.edu/images/polling/us/us12192017_ut17754.pdf/,50708,80038,12/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/14/2017,12/18/2017,McLaughlin & Associates,C-,1000,lv,0.6947107,0.0673566,45,44,47.13702,41.52526,NA,NA,http://mclaughlinonline.com/2017/12/20/december-national-survey-results/,50718,80064,12/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/14/2017,12/18/2017,Ipsos,A-,2291,rv,0.2043756,0.0170547,44.6,32.5,49.3196,36.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50711,80049,12/19/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/15/2017,12/19/2017,Ipsos,A-,1937,rv,0.1731673,0.0163573,46.1,31.7,50.8196,35.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50730,80079,12/20/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/16/2017,12/20/2017,Ipsos,A-,1793,rv,0.1607714,0.0169443,46.8,32.3,51.5196,36.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50729,80078,12/21/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/17/2017,12/19/2017,YouGov,B,1280,rv,0.5319231,0.0548526,44,35,49.6619,38.49469,NA,NA,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d4v1jp5sni/econTabReport.pdf,50717,80065,12/20/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/17/2017,12/21/2017,Ipsos,A-,1727,rv,0.15542,0.0180683,46.8,32.7,51.5196,36.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50728,80077,12/22/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/18/2017,12/22/2017,Ipsos,A-,1753,rv,0.1584308,0.0201283,47.2,32,51.9196,36.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50735,80101,12/23/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/19/2017,12/23/2017,Ipsos,A-,1339,rv,0.1216014,0.0167533,46.5,31,51.2196,35.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50734,80100,12/24/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/20/2017,12/24/2017,Ipsos,A-,1240,rv,0.113178,0.0168026,45.1,31.1,49.8196,35.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50733,80099,12/25/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/21/2017,12/25/2017,Ipsos,A-,1208,rv,0.1108281,0.0176354,46,30.8,50.7196,34.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50732,80098,12/26/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/22/2017,12/26/2017,Ipsos,A-,1218,rv,0.1123344,0.0190714,45.7,30.7,50.4196,34.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50746,80118,12/27/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/24/2017,12/26/2017,YouGov,B,1236,rv,0.5279561,0.0947751,44,36,49.6619,39.49469,NA,NA,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h41dwa7h84/econTabReport.pdf,50738,80110,12/27/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/23/2017,12/27/2017,Ipsos,A-,1212,rv,0.1123826,0.0202759,45.1,30.3,49.8196,34.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50745,80117,12/28/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/24/2017,12/28/2017,Ipsos,A-,1252,rv,0.116732,0.022303,44.8,31.4,49.5196,35.505,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50744,80116,12/29/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/25/2017,12/29/2017,Ipsos,A-,1517,rv,0.1422472,0.0286912,45.3,33,50.0196,37.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50750,80131,12/30/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/26/2017,12/30/2017,Ipsos,A-,1558,rv,0.1470047,0.0312086,44.7,32.9,49.4196,37.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50749,80130,12/31/2017,11:55:09 29 Jan 2018
All polls,1/29/2018,12/27/2017,12/31/2017,Ipsos,A-,1506,rv,0.2860767,0.0637654,43.3,34.6,48.0196,38.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50760,80152,1/1/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,NA,3569,a,1.576935,0.5153465,51,40,50.04444,39.24025,NA,NA,https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,12/29/2017,1/2/2018,Ipsos,A-,508,rv,0.0490037,0.0119573,41,33.9,45.7196,38.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50759,80151,1/3/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,12/31/2017,1/2/2018,YouGov,B,1273,rv,0.5586937,0.1463003,42,36,47.6619,39.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,50752,80143,1/3/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,12/30/2017,1/3/2018,Ipsos,A-,786,rv,0.076218,0.0194462,39.6,35.2,44.3196,39.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50758,80150,1/4/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,12/31/2017,1/4/2018,Ipsos,A-,1055,rv,0.1027044,0.0273893,41.1,34.4,45.8196,38.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50757,80149,1/5/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/1/2018,1/5/2018,Ipsos,A-,1355,rv,0.1317377,0.0368621,41.2,34.6,45.9196,38.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50779,80199,1/6/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/2/2018,1/6/2018,Ipsos,A-,1383,rv,0.1343775,0.0393822,42.2,34.9,46.9196,39.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50778,80198,1/7/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/3/2018,1/7/2018,Ipsos,A-,1336,rv,0.1298169,0.042715,42.1,34.2,46.8196,38.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50777,80197,1/8/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/4/2018,1/5/2018,Morning Consult,NA,1988,rv,0.5743516,0.1814104,44,36,48.37654,36.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2018/01/180102_crosstabs_POLITICO_v1_AP-2.pdf,50770,80176,1/6/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/4/2018,1/8/2018,Ipsos,A-,1345,rv,0.1307724,0.0476993,43.9,33.5,48.6196,37.60501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50776,80196,1/9/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/5/2018,1/9/2018,Ipsos,A-,1369,rv,0.1332591,0.0533328,43.1,34.8,47.8196,38.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50793,80219,1/10/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/5/2018,1/9/2018,Quinnipiac University,A-,1106,rv,1.031726,0.4351979,52,35,49.75106,35.11125,NA,NA,https://poll.qu.edu/national/release-detail?ReleaseID=2512,50782,80209,1/10/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/5/2018,1/11/2018,McLaughlin & Associates,C-,1000,lv,0.7417525,0.3451715,45,42,47.13702,39.52526,NA,NA,http://mclaughlinonline.com/2018/01/15/monthly-national-survey-results-january/,50796,80232,1/12/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/6/2018,1/10/2018,Ipsos,A-,1320,rv,0.1287333,0.0560504,43,34.7,47.7196,38.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50792,80218,1/11/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/7/2018,1/11/2018,Ipsos,A-,1324,rv,0.1294647,0.0608873,43.3,33.4,48.0196,37.50501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50791,80217,1/12/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/8/2018,1/10/2018,Marist College,A,1092,rv,1.936198,1.009199,46,40,46.07194,40.29712,NA,NA,http://maristpoll.marist.edu/wp-content/misc/usapolls/us180108_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_January%202018.pdf#page=3,50810,80263,1/11/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/8/2018,1/9/2018,YouGov,B,1312,rv,0.5983036,0.2838978,44,37,49.6619,40.49469,NA,NA,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wtt95as3fo/econTabReport.pdf,50781,80205,1/10/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/6/2018,1/11/2018,Greenberg Quinlan Rosner (Democracy Corps),B-,720,lv,1.035978,0.547534,48,40,47.28633,38.77907,NA,NA,http://www.democracycorps.com/attachments/article/1079/Dcorp%20National%20Phone%20Pre-Test%20011118%20FQ_for%20release.pdf,50843,80346,1/12/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/8/2018,1/12/2018,Ipsos,A-,1409,rv,0.1382481,0.0698051,42.6,36.1,47.3196,40.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50803,80247,1/13/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/8/2018,1/11/2018,Emerson College,B,600,rv,0.9293153,0.5185452,45.2,40.3,45.44281,39.24397,NA,NA,http://www.emerson.edu/communication-studies/emerson-college-polling-society/latest-polls,50787,80216,1/12/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/9/2018,1/13/2018,Ipsos,A-,1354,rv,0.1334259,0.0719549,40.9,35.9,45.6196,40.00501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50802,80246,1/14/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/10/2018,1/14/2018,Ipsos,A-,1253,rv,0.1241344,0.0711748,41,35.2,45.7196,39.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50801,80245,1/15/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/11/2018,1/15/2018,Ipsos,A-,1299,rv,0.1295027,0.0786336,41.1,35.1,45.8196,39.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50800,80244,1/16/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/10/2018,1/15/2018,Pew Research Center,B+,1215,rv,1.705481,1.102404,53,39,50.9273,39.11304,NA,NA,http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/01/18151440/1-18-2018-Political-report-topline-for-release-FOR-STITCH.pdf,50812,80267,1/16/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/12/2018,1/16/2018,Ipsos,A-,1309,rv,0.1314558,0.0842346,40.3,37,45.0196,41.10501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50822,80284,1/17/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/11/2018,1/16/2018,Morning Consult,NA,1993,rv,0.5722573,0.368663,41,38,45.37654,38.76748,NA,NA,https://morningconsult.com/wp-content/uploads/2018/01/180108_crosstabs_POLITICO_v1_AP-1.pdf,50805,80254,1/17/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/12/2018,1/16/2018,Quinnipiac University,A-,1212,rv,1.126127,0.7396286,50,39,47.75106,39.11125,NA,NA,https://poll.qu.edu/images/polling/us/us01182018_udfn34.pdf/,50807,80265,1/17/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/13/2018,1/17/2018,NBC News/Wall Street Journal,A-,765,rv,1.325197,0.9284119,49,43,48.22631,41.37952,NA,NA,https://www.scribd.com/document/369546604/18033-NBCWSJ-January-Poll-1-19-18-Release,50816,80296,1/18/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/14/2018,1/16/2018,YouGov,B,1309,rv,0.6487229,0.4367983,42,36,47.6619,39.49469,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,50806,80257,1/17/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/13/2018,1/17/2018,Ipsos,A-,1258,rv,0.1273907,0.0858802,40.3,35.2,45.0196,39.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50821,80283,1/18/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/14/2018,1/18/2018,Ipsos,A-,1261,rv,0.1288879,0.0911646,41.5,35.6,46.2196,39.70501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50820,80282,1/19/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/14/2018,1/18/2018,CNN/SSRS,NA,913,rv,1.281354,0.9322928,49,44,46.5784,42.57474,NA,NA,http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80293,1/19/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/15/2018,1/18/2018,ABC News/Washington Post,A+,515,lv,1.068604,0.8166904,54,40,52.00171,39.05136,NA,NA,http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50826,80328,1/19/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/15/2018,1/19/2018,Ipsos,A-,1318,rv,0.1361057,0.1007606,40.9,35.7,45.6196,39.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50837,80310,1/20/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/16/2018,1/20/2018,Ipsos,A-,1776,rv,0.1854722,0.143399,41.5,35.1,46.2196,39.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50836,80309,1/21/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/17/2018,1/21/2018,Ipsos,A-,2175,rv,0.2300659,0.1853961,41.2,34.8,45.9196,38.90501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50835,80308,1/22/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/18/2018,1/22/2018,Ipsos,A-,2360,rv,0.2532182,0.2123025,41.4,35.1,46.1196,39.20501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50834,80307,1/23/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/20/2018,1/21/2018,Morning Consult,NA,1997,rv,0.6618487,0.5765463,43,37,47.37654,37.76748,NA,NA,https://www.politico.com/f/?id=00000161-1fa8-d52c-abe3-7feac7e60002,50831,80304,1/22/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/19/2018,1/23/2018,Quinnipiac University,A-,1245,rv,1.25382,1.097813,51,38,48.75106,38.11125,NA,NA,https://poll.qu.edu/images/polling/us/us01242018_ufks28.pdf/,50840,80327,1/24/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/19/2018,1/23/2018,Ipsos,A-,2442,rv,0.2666386,0.2321892,42.1,35.3,46.8196,39.40501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50851,80356,1/24/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/20/2018,1/24/2018,Ipsos,A-,2480,rv,0.2764471,0.2496524,42.3,34.7,47.0196,38.80501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50850,80355,1/25/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/21/2018,1/23/2018,Fox News,A,1002,rv,1.739353,1.585589,44,38,43.89842,38.03344,NA,NA,https://andersonrobbins.com/wp-content/uploads/2018/01/012418_national_january-24-release.pdf,50844,80337,1/24/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/21/2018,1/23/2018,YouGov,B,1297,rv,0.7628188,0.6874203,41,37,46.6619,40.49469,NA,NA,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sqnlgzhr9l/econTabReport.pdf,50839,80326,1/24/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/21/2018,1/25/2018,Ipsos,A-,1960,rv,1.118875,1.0465,41.5,35.2,46.2196,39.30501,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50849,80354,1/26/2018,11:55:09 29 Jan 2018
All polls,1/29/2018,1/24/2018,1/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,1.051108,1.051108,45,37,44.76748,36.55787,NA,NA,http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50853,80361,1/26/2018,11:55:09 29 Jan 2018
Adults,1/29/2018,4/22/2017,4/25/2017,CNN/Opinion Research Corp.,A-,1009,a,1.628007,0,50,41,49.86068,40.94147,NA,NA,http://www.cnn.com/2017/04/28/politics/poll-congress-health-care-repeal-replace-unlikely/index.html,49668,78158,4/26/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/19/2017,5/23/2017,Ipsos,A-,499,a,0.0649453,0,37.7,32.5,43.35003,37.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49793,79480,5/24/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/20/2017,5/24/2017,Ipsos,A-,890,a,0.1110605,0,37.7,31.7,43.35003,37.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49792,79479,5/25/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/21/2017,5/25/2017,Ipsos,A-,1283,a,0.1538158,0,38.2,31.9,43.85003,37.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49791,79478,5/26/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/22/2017,5/26/2017,Ipsos,A-,1863,a,0.2151018,0,37.6,32.2,43.25003,37.52963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49799,79477,5/27/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/23/2017,5/27/2017,Ipsos,A-,2210,a,0.2464924,0,38.5,31.7,44.15003,37.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49798,79476,5/28/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/24/2017,5/28/2017,Ipsos,A-,2108,a,0.2278698,0,37.4,32.4,43.05003,37.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49797,79475,5/29/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/25/2017,5/29/2017,Ipsos,A-,2073,a,0.2177793,0,37.8,32.4,43.45003,37.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49796,79474,5/30/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/26/2017,5/30/2017,Ipsos,A-,2085,a,0.2133971,0,37.5,32,43.15003,37.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49813,79473,5/31/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/27/2017,5/31/2017,Ipsos,A-,1872,a,0.187085,0,37.3,31.8,42.95003,37.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49812,79472,6/1/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/28/2017,6/1/2017,Ipsos,A-,1847,a,0.1805718,0,36.6,31.6,42.25003,36.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49811,79471,6/2/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/29/2017,6/2/2017,Ipsos,A-,1910,a,0.1829825,0,37.7,30.5,43.35003,35.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49821,79470,6/3/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/30/2017,6/3/2017,Ipsos,A-,2126,a,0.1999327,0,37.9,31,43.55003,36.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49820,79469,6/4/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,5/31/2017,6/4/2017,Ipsos,A-,2420,a,0.223828,0,38.7,30.6,44.35003,35.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49819,79468,6/5/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,6/1/2017,6/5/2017,Ipsos,A-,2410,a,0.2197071,0,38.8,30.4,44.45003,35.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49822,79467,6/6/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,6/2/2017,6/6/2017,Ipsos,A-,2371,a,0.2135,0,38.9,30.4,44.55003,35.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49836,79466,6/7/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,6/3/2017,6/7/2017,Ipsos,A-,2260,a,0.2014081,0,38.9,30.5,44.55003,35.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49835,79465,6/8/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,6/4/2017,6/8/2017,Ipsos,A-,1968,a,0.173895,0,39,29.8,44.65003,35.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,49834,79464,6/9/2017,11:55:10 29 Jan 2018
